"","year","cow_code","n_attacks","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","country_name","civtot","ethviol","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","Independent.Country","NewEthFrac","fd_n_attacks","d_civtot","lnoilcap","lnpop","partybanUni"
"2050",1974,438,0,1,0,3946182,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.748578851400723,0,0,0,15.1882590871569,1
"2051",1975,438,0,1,0,4003986,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.74822250137676,0,0,0,15.2028009229076,1
"2052",1976,438,0,1,0,4088948,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.747854733247658,0,0,0,15.2237982822202,1
"2053",1977,438,0,1,0,4197384,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.747475662852109,0,0,0,15.2499720320546,1
"2054",1978,438,0,1,0,4321679,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.747085475904432,0,0,0,15.27915454212,1
"2055",1979,438,0,1,0,4450231,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.746684360877413,0,0,0,15.3084665629075,1
"2056",1980,438,0,1,0,4574812,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.74627239459534,0,0,0,15.3360761629512,1
"2057",1981,438,0,1,0,4693826,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.745849950631588,0,0,0,15.3617585861078,1
"2058",1982,438,0,1,0,4810764,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.745416958642745,0,0,0,15.3863664652277,1
"2059",1983,438,0,1,0,4928639,-9,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.744973728848214,0,0,0,15.4105734429972,1
"2060",1984,438,0,1,0,5052243,-7,324,"GIN",324,0,4,0,0,0,"0","0","0","1","3","2","1","1","1","0",0,1,0.744520251249022,0,0,0,15.4353428610582,1
"2061",1991,438,0,1,0,6273954,-5,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.741071782703375,0,0,0,15.6519173358602,0
"2062",1992,438,0,0,0,6539721,-5,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.740541380227964,0,0,0,15.6934050619729,0
"2063",1994,438,0,0,0,7081776,-5,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.739452797130772,0,0,0,15.7730352816706,0
"2064",1995,438,0,0,0,7323222,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.738895042727262,0,0,0,15.8065609530282,0
"2065",1996,438,0,0,0,7535132,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.738328262447516,0,0,0,15.8350869081375,0
"2066",1997,438,0,0,0,7721695,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.737752591559829,0,0,0,15.8595444574868,0
"2067",1998,438,0,0,0,7888872,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.737168239097519,0,0,0,15.880963716822,0
"2068",1999,438,0,0,0,8046578,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.736574980759755,0,0,0,15.9007574658493,0
"2069",2000,438,1,0,0,8202628,-1,324,"GIN",324,0,4,1,1,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.735973153709112,1,1,0,15.9199651486941,0
"2070",2001,438,0,0,0,8358572,-1,324,"GIN",324,0,4,1,1,0,"0","0","0","0","3","4","0","1","1","0",1,1,0.735362674954137,-1,1,0,15.9387981570735,0
"2071",2002,438,0,0,0,8513599,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.734743555287986,0,0,0,15.9571753253651,0
"2072",2003,438,0,0,0,8670641,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.734115913538229,0,0,0,15.9754532791265,0
"2073",2004,438,0,0,0,8832767,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.73347975254538,0,0,0,15.9939788870255,0
"2074",2005,438,0,0,0,9002656,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.732835089415066,0,0,0,16.0130302028749,0
"2075",2006,438,0,0,0,9181335,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.732182119734685,0,0,0,16.0326831768601,0
"2076",2007,438,0,0,NA,NA,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.731520555006287,0,0,NA,NA,0
"2077",2008,438,0,0,NA,NA,-1,324,"GIN",324,0,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.730850764919753,0,0,NA,NA,0
"2078",2009,438,0,0,NA,NA,-1,324,"GIN",324,NA,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.730172517566162,0,0,NA,NA,0
"2079",2010,438,0,0,NA,NA,1,324,"GIN",324,NA,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.729486022955646,0,0,NA,NA,0
"2080",2011,438,0,0,NA,NA,1,324,"GIN",324,NA,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.72879120726644,0,0,NA,NA,0
"2081",2012,438,0,0,NA,NA,1,324,"GIN",324,NA,4,0,0,0,"0","0","0","0","1","4","0","1","1","1",1,1,0.728088031158625,0,0,NA,NA,0
"2082",1970,450,0,1,0,1430000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1",".a","1","1","1",0,1,0.889056101319542,NA,0,0,14.1731850022361,NA
"2083",1971,450,0,1,0,1469000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1",".a","1","1","1",0,1,0.889183777921753,0,0,0,14.200092455156,NA
"2084",1972,450,0,1,0,1508000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889298020956975,0,0,0,14.22629482755,1
"2085",1973,450,0,1,0,1547000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889399531798265,0,0,0,14.2518281295552,1
"2086",1974,450,0,1,0,1589000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889488857144956,0,0,0,14.2786154455189,1
"2087",1975,450,0,1,0,1635000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.88956662980163,0,0,0,14.3071533623135,1
"2088",1976,450,0,1,0,1683000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889633466172782,0,0,0,14.3360884731729,1
"2089",1977,450,0,1,0,1734000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889689905153492,0,0,0,14.3659414363226,1
"2090",1978,450,0,1,0,1788000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889736498641973,0,0,0,14.3966082347156,1
"2091",1979,450,0,1,0,1847000,-6,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889773819511139,0,0,0,14.4290732591814,1
"2092",1980,450,0,1,0,1910000,-7,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","1","1","1","1","1",0,1,0.889802415783526,0,0,0,14.4626138000228,1
"2093",1985,450,0,1,0,2215000,-6,430,"LBR",430,0,4,0,2,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.889831373298391,0,1,0,14.6107629614614,1
"2094",1986,450,0,1,0,2237000,-6,430,"LBR",430,0,4,0,0,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.889817743234353,0,0,0,14.6206462404723,1
"2095",1987,450,0,1,0,2245000,-6,430,"LBR",430,0,4,0,0,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.889798555609953,0,0,0,14.6242160791585,1
"2096",1988,450,0,1,0,2237000,-6,430,"LBR",430,0,4,0,0,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.8897743836447,0,0,0,14.6206462404723,1
"2097",1989,450,0,1,0,2210000,-6,430,"LBR",430,0,4,0,0,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.88974554647391,0,0,0,14.6085030734939,1
"2098",1990,450,2,0,0,2167000,0,430,"LBR",430,0,4,0,4,0,"0","0","1","0","1","2","1","1","1","1",0,1,0.889712463453124,2,1,0,14.5888542805185,0
"2099",1997,450,0,0,0,2227000,0,430,"LBR",430,0,4,0,4,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.889391972531009,0,1,0,14.6161659462395,0
"2100",1998,450,0,0,0,2439000,0,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.889337453737194,0,0,0,14.7070986771981,0
"2101",1999,450,0,0,0,2648000,0,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.88928165981197,0,0,0,14.789315196039,0
"2102",2000,450,0,0,0,2824000,0,430,"LBR",430,0,4,1,1,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.889224847624756,0,1,0,14.8536648775953,0
"2103",2001,450,2,0,0,2958000,0,430,"LBR",430,0,4,0,1,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.889167336786916,2,1,0,14.9000239222529,0
"2104",2002,450,3,0,0,3057000,0,430,"LBR",430,0,4,0,1,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.889109309755562,1,1,0,14.932944600873,0
"2105",2003,450,1,0,0,3138000,1,430,"LBR",430,0,4,0,1,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.889051012096496,-2,1,0,14.9590962122751,0
"2106",2004,450,0,0,0,3225000,3,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888992714383555,-1,0,0,14.986443508212,0
"2107",2005,450,0,0,0,3334000,5,430,"LBR",430,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888934625424376,0,0,0,15.0196833422929,0
"2108",2006,450,0,0,0,3471000,6,430,"LBR",430,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888876981319573,0,0,0,15.0599532948439,0
"2109",2007,450,0,0,NA,NA,6,430,"LBR",430,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888819878176256,0,0,NA,NA,0
"2110",2008,450,0,0,NA,NA,6,430,"LBR",430,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888763630712419,0,0,NA,NA,0
"2111",2009,450,0,0,NA,NA,6,430,"LBR",430,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888708390072432,0,0,NA,NA,0
"2112",2010,450,0,0,NA,NA,6,430,"LBR",430,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.88865428944803,0,0,NA,NA,0
"2113",2011,450,0,0,NA,NA,6,430,"LBR",430,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888601507193597,0,0,NA,NA,0
"2114",2012,450,0,0,NA,NA,6,430,"LBR",430,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.888550253647446,0,0,NA,NA,0
"2115",1972,451,0,0,0,2790000,-6,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798168885227246,0,0,0,14.8415521537975,0
"2116",1973,451,0,0,0,2840000,-6,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798271971639587,0,0,0,14.8593146101374,0
"2117",1974,451,0,0,0,2890000,-6,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798374627500052,0,0,0,14.8767670600886,0
"2118",1975,451,0,0,0,2940000,-6,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.79847681105956,0,0,0,14.8939201393149,0
"2119",1976,451,0,0,0,3e+06,-6,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798578395203904,0,0,0,14.9141228466324,0
"2120",1977,451,0,1,0,3060000,-6,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798679440964337,0,0,0,14.9339254739286,1
"2121",1978,451,0,1,0,3110000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798779721020486,0,0,0,14.9501332841554,1
"2122",1979,451,0,1,0,3170000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798879335175688,0,0,0,14.9692421458535,1
"2123",1980,451,0,1,0,3240000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.798978098905977,0,0,0,14.9910838877685,1
"2124",1981,451,0,1,0,3300000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.79907599475916,0,0,0,15.0094330264367,1
"2125",1982,451,0,1,0,3360000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799172885056706,0,0,0,15.0274515319394,1
"2126",1983,451,0,1,0,3420000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799268662751562,0,0,0,15.0451511090388,1
"2127",1984,451,0,1,0,3500000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799363362871551,0,0,0,15.0682735264596,1
"2128",1985,451,0,1,0,3580000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.79945677485114,0,0,0,15.0908733583769,1
"2129",1986,451,0,1,0,3690000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799548827728303,0,0,0,15.1211370160167,1
"2130",1987,451,0,1,0,3800000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799639371309045,0,0,0,15.1505116246966,1
"2131",1988,451,0,1,0,3920000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799728339841711,0,0,0,15.1816022117666,1
"2132",1989,451,0,1,0,4020000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799815602621261,0,0,0,15.2067924605952,1
"2133",1990,451,0,1,0,4090000,-7,694,"SLE",694,0,4,0,0,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799900959225198,0,0,0,15.224055528019,1
"2134",1991,451,0,1,0,4120000,-6,694,"SLE",694,0,4,0,3,0,"0","0","1","0","1",".a","1","1","1","1",1,1,0.799984275181979,0,1,0,15.2313637213257,1
"2135",1992,451,0,1,0,4140000,-7,694,"SLE",694,0,4,0,3,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800065518632924,0,1,0,15.2362063458015,0
"2136",1994,451,19,1,0,4130000,-7,694,"SLE",694,0,4,0,3,0,"0","0","0","1","1","3","1","1","1","1",1,1,0.800220778723669,19,1,0,15.2337879649372,1
"2137",1995,451,12,1,0,4140000,-7,694,"SLE",694,0,4,0,3,0,"0","0","0","1","1","3","1","1","1","1",1,1,0.800294509008382,-7,1,0,15.2362063458015,1
"2138",1996,451,1,0,0,4170000,4,694,"SLE",694,1,4,0,3,0,"0","0","0","0","1","3",".a","1","1","1",1,1,0.800365423702088,-11,1,0,15.243426593775,NA
"2139",1997,451,2,1,0,4220000,0,694,"SLE",694,0,4,0,3,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800433193090349,1,1,0,15.2553456860122,0
"2140",1998,451,6,0,0,4280000,0,694,"SLE",694,1,4,0,3,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800497811360912,4,1,0,15.269463567558,0
"2141",1999,451,7,0,0,4380000,0,694,"SLE",694,1,4,0,3,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800558980853008,1,1,0,15.2925592823526,0
"2142",2000,451,21,0,0,4520000,0,694,"SLE",694,1,4,0,3,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800616429283742,14,1,0,15.3240225518084,0
"2143",2001,451,0,0,0,4700000,2,694,"SLE",694,1,4,0,3,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.80066992581975,-21,1,0,15.3630730666803,0
"2144",2002,451,0,0,0,4920000,5,694,"SLE",694,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800719272424422,0,0,0,15.4088190884685,0
"2145",2003,451,0,0,0,5160000,5,694,"SLE",694,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800764219776207,0,0,0,15.4564471374577,0
"2146",2004,451,0,0,0,5390000,5,694,"SLE",694,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800804359504866,0,0,0,15.5000559428852,0
"2147",2005,451,0,0,0,5590000,5,694,"SLE",694,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800839664726618,0,0,0,15.5364898451313,0
"2148",2006,451,0,0,0,5740000,5,694,"SLE",694,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800869590774226,0,0,0,15.5629697682957,0
"2149",2007,451,0,0,NA,NA,7,694,"SLE",694,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800893898856762,0,0,NA,NA,0
"2150",2008,451,0,0,NA,NA,7,694,"SLE",694,1,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800912308989684,0,0,NA,NA,0
"2151",2009,451,0,0,NA,NA,7,694,"SLE",694,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.80092454589405,0,0,NA,NA,0
"2152",2010,451,0,0,NA,NA,7,694,"SLE",694,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800930093758851,0,0,NA,NA,0
"2153",2011,451,0,0,NA,NA,7,694,"SLE",694,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800928694733731,0,0,NA,NA,0
"2154",2012,451,0,0,NA,NA,7,694,"SLE",694,NA,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.800919956960068,0,0,NA,NA,0
"2155",1970,452,0,1,0,9060000,3,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","0","1",0,1,0.736047731947442,NA,0,0,16.0193796780192,0
"2156",1971,452,0,1,0.001,9290000,3,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","0","1",0,1,0.736079784953964,0,0,1.07642561525158e-10,16.04444911079,0
"2157",1972,452,0,1,0.001,9550000,-7,288,"GHA",288,0,4,0,0,0,"0","0","0","0",".a","1","0","1","0",".a",0,1,0.736110277891967,0,0,1.04712016829669e-10,16.0720517124569,0
"2158",1980,452,0,0,0.007,11400000,6,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736296476153524,0,0,6.14035044843804e-10,16.2491239133647,0
"2159",1981,452,0,1,0.0063,11700000,-7,288,"GHA",288,0,4,1,1,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.73631276335063,0,1,5.38461497467304e-10,16.275099399768,0
"2160",1994,452,0,0,5e-04,17400000,-1,288,"GHA",288,1,4,0,1,1,"0","0","0","0","1","1","0","1","1","1",0,1,0.736386562121529,-4,1,2.87356805013551e-11,16.6719807641848,0
"2161",1995,452,0,0,5e-04,17900000,-1,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736381947179344,0,0,2.79329892545739e-11,16.700311270811,0
"2162",1996,452,1,0,0.016,18300000,2,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736375899676043,1,0,8.74316840766255e-10,16.7224116178116,0
"2163",1997,452,0,0,0.01651,18800000,2,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736368537786648,-1,0,8.78191519118802e-10,16.7493674278002,0
"2164",1998,452,0,0,0.01651,19200000,2,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736359661081279,0,0,8.59895931867299e-10,16.770420836998,0
"2165",1999,452,0,0,0.01651,19700000,2,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736349375902329,0,0,8.38071167667746e-10,16.7961291937082,0
"2166",2000,452,0,0,0.01651,20100000,2,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.73633771943842,0,0,8.21392953316456e-10,16.8162303730293,0
"2167",2001,452,0,0,0.01651,20600000,6,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736324617102859,0,0,8.01456234390229e-10,16.8408016337598,0
"2168",2002,452,0,0,0.01651,21100000,6,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.73631016994306,0,0,7.82464537301427e-10,16.8647835984463,0
"2169",2003,452,0,0,0.01651,21600000,6,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736294313444991,0,0,7.64351914802491e-10,16.8882038726544,0
"2170",2004,452,0,0,0.01651,22100000,8,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736277075040606,0,0,7.47058858939393e-10,16.911088166488,0
"2171",2005,452,0,0,0.01651,22500000,8,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736258569810658,0,0,7.33777704994846e-10,16.9290258671746,0
"2172",2006,452,0,0,0.0165,2.3e+07,8,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736238622737,0,0,7.17391257252478e-10,16.9510047738934,0
"2173",2007,452,0,0,0.015,NA,8,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736217194559903,0,0,NA,NA,0
"2174",2008,452,0,0,0.015,NA,8,288,"GHA",288,1,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736194523288676,0,0,NA,NA,0
"2175",2009,452,0,0,NA,NA,8,288,"GHA",288,NA,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736170591052893,0,0,NA,NA,0
"2176",2010,452,0,0,NA,NA,8,288,"GHA",288,NA,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736145108892331,0,0,NA,NA,0
"2177",2011,452,0,0,NA,NA,8,288,"GHA",288,NA,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736118394121824,0,0,NA,NA,0
"2178",2012,452,0,0,NA,NA,8,288,"GHA",288,NA,4,0,0,0,"0","0","0","0","1","1","0","1","1","1",0,1,0.736090371517068,0,0,NA,NA,0
"2179",1980,461,0,1,0,2780000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.880902225558188,0,0,0,14.8379614856668,1
"2180",1981,461,0,1,0,2880000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.880586055334816,0,0,0,14.8733008521121,1
"2181",1982,461,0,1,0,2990000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.880266580532112,0,0,0,14.9107839453669,1
"2182",1983,461,0,1,0,3110000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.879945387763086,0,0,0,14.9501332841554,1
"2183",1984,461,0,1,0,3230000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.879624232003545,0,0,0,14.9879926951988,1
"2184",1985,461,0,1,0,3350000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.879304747607686,0,0,0,15.0244709038012,1
"2185",1986,461,0,1,0,3480000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.878989007779113,0,0,0,15.0625428517507,1
"2186",1987,461,0,1,0,3600000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.878678813444755,0,0,0,15.0964444034263,1
"2187",1988,461,0,1,0,3730000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.878376132079464,0,0,0,15.13191879162,1
"2188",1989,461,0,1,0,3850000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.878083026136182,0,0,0,15.163583706264,1
"2189",1990,461,0,1,0,3960000,-7,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.877801719055524,0,0,0,15.1917545832307,1
"2190",1991,461,0,0,0,4070000,-5,768,"TGO",768,0,4,0,0,0,"0","0","0","1","1","2","1","1","1","1",0,1,0.877534343891137,0,0,0,15.2191535574188,0
"2191",1994,461,3,0,0,4380000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.876839340634937,2,0,0,15.2925592823526,0
"2192",1995,461,0,0,0,4520000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.876651447437283,-3,0,0,15.3240225518084,0
"2193",1996,461,0,0,0,4670000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","2","0","1","1","1",0,1,0.876489512698326,0,0,0,15.3566696296451,0
"2194",1997,461,0,0,0,4850000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876356115578691,0,0,0,15.3944892629137,0
"2195",1998,461,0,0,0,5030000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876253796149433,0,0,0,15.4309305420759,0
"2196",1999,461,0,0,0,5220000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876184969350803,0,0,0,15.4680079598588,0
"2197",2000,461,0,0,0,5400000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876152109778634,0,0,0,15.5019095115345,0
"2198",2001,461,0,0,0,5580000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876157494779879,0,0,0,15.5346993343575,0
"2199",2002,461,0,0,0,5740000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876203367043995,0,0,0,15.5629697682957,0
"2200",2003,461,0,0,0,5910000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876291432764514,0,0,0,15.5921563893823,0
"2201",2004,461,0,0,0,6070000,-2,768,"TGO",768,0,4,0,0,0,"0","0","0","0","1","3","0","1","1","1",1,1,0.876423588336914,0,0,0,15.6188691630357,0
