"","year","cow_code","n_riots","country_name","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","NewEthFrac","partybanUni"
"154",1992,615,6,"Algeria",0,9.2,26536000,-7,12,"DZA",12,0,3,"0","0","0","0","1","2",0,"1","1",1,0,0.348087369087232,0
"207",1993,615,0,"Algeria",0,9.2,27146000,-7,12,"DZA",12,0,3,"0","1","0","0","1",".a",1,"1","1",1,NA,0.349092918971435,0
"419",1997,615,0,"Algeria",0,9.2,29216000,-3,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.35330538833166,0
"472",1998,615,0,"Algeria",0,9.2,29646000,-3,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.354400838355334,0
"525",1999,615,0,"Algeria",0,9.2,30072000,-3,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.355510866115916,0
"578",2000,615,0,"Algeria",0,9.2,30506000,-3,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.356634810360906,0
"631",2001,615,0,"Algeria",0,9.2,30954000,-3,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.357771720742402,0
"684",2002,615,0,"Algeria",0,9.2,31414000,-3,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.35892089153318,0
"737",2003,615,0,"Algeria",0,9.2,31885000,-3,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.360081158407093,0
"790",2004,615,0,"Algeria",0,11.314,32366000,2,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.361252033009174,0
"843",2005,615,0,"Algeria",0,11.8,32855000,2,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.362432553624821,0
"896",2006,615,0,"Algeria",0,11.35,33351000,2,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.363622232268611,0
"949",2007,615,0,"Algeria",0,12.27,NA,2,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.364820416026368,0
"1002",2008,615,0,"Algeria",0,12.2,NA,2,12,"DZA",12,0,3,"0","1","0","0","1","3",1,"1","1",1,1,0.366026008689554,0
"1055",2009,615,0,"Algeria",0,NA,NA,2,12,"DZA",12,NA,3,"0","1","0","0","1","3",1,"1","1",1,1,0.367238770410658,0
"1108",2010,615,0,"Algeria",0,NA,NA,2,12,"DZA",12,NA,3,"0","1","0","0","1","3",1,"1","1",1,1,0.368458006342904,0
"1161",2011,615,7,"Algeria",0,NA,NA,2,12,"DZA",12,NA,3,"0","1","0","0","1","3",1,"1","1",1,1,0.369683175505248,0
"1214",2012,615,4,"Algeria",0,NA,NA,2,12,"DZA",12,NA,3,"0","1","0","0","1","3",1,"1","1",1,1,0.370913690069915,0
"49",1990,616,0,"Tunisia",1,1.75,8215000,-5,788,"TUN",788,0,3,"0","0","0","0","1","1",0,"1","1",1,0,0.0514669255885915,0
"102",1991,616,0,"Tunisia",1,1.7,8375000,-5,788,"TUN",788,0,3,"0","0","0","0","1","1",0,"1","1",1,0,0.0504520558261354,0
"155",1992,616,0,"Tunisia",1,1.7,8528000,-5,788,"TUN",788,0,3,"0","0","0","0","1","1",0,"1","1",1,0,0.0494645786372387,0
"208",1993,616,0,"Tunisia",1,1.7,8672000,-3,788,"TUN",788,0,3,"0","1","0","0","1","1",1,"1","1",1,0,0.0485039977330197,1
"261",1994,616,0,"Tunisia",1,1.7,8808000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0475696174318985,1
"314",1995,616,0,"Tunisia",1,0.416,8935000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0466603452888106,1
"367",1996,616,0,"Tunisia",1,0.416,9053000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0457754741480051,1
"420",1997,616,0,"Tunisia",1,0.30756,9162000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0449144874725562,1
"473",1998,616,0,"Tunisia",1,0.30756,9264000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0440766685378039,1
"526",1999,616,0,"Tunisia",1,0.30756,9360000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.043261101019778,1
"579",2000,616,1,"Tunisia",1,0.30756,9452000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0424672556776798,1
"632",2001,616,0,"Tunisia",1,0.30756,9539000,-3,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0416945997237395,1
"685",2002,616,0,"Tunisia",1,0.30756,9623000,-4,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0409422044970864,1
"738",2003,616,0,"Tunisia",1,0.30756,9706000,-4,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.040209921993414,1
"791",2004,616,0,"Tunisia",1,0.30756,9790000,-4,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0394968177645335,1
"844",2005,616,0,"Tunisia",1,0.30756,9878000,-4,788,"TUN",788,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0388021494795896,1
"897",2006,616,1,"Tunisia",1,0.30756,9971000,-4,788,"TUN",788,0,3,"0","1","1","0","1","4",1,"1","1",1,1,0.0381255645622484,1
"950",2007,616,0,"Tunisia",1,0.4,NA,-4,788,"TUN",788,0,3,"0","1","1","0","1","4",1,"1","1",1,1,0.0374667076020382,1
"1003",2008,616,0,"Tunisia",1,0.4,NA,-4,788,"TUN",788,0,3,"0","1","1","0","1","4",1,"1","1",1,1,0.0368248290263671,1
"1056",2009,616,0,"Tunisia",1,NA,NA,-4,788,"TUN",788,NA,3,"0","1","1","0","1","4",1,"1","1",1,1,0.0361991763685241,1
"1109",2010,616,0,"Tunisia",1,NA,NA,-4,788,"TUN",788,NA,3,"0","1","1","0","1","4",1,"1","1",1,1,0.035589976719003,1
"1162",2011,616,2,"Tunisia",0,NA,NA,NA,788,"TUN",788,NA,3,"0","1","1","0","1","4",1,"1","1",1,1,0.0349960805984293,0
"315",1995,620,0,"Libya",1,22.8,4834000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.213590716105757,1
"368",1996,620,7,"Libya",1,29.5,4932000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.215974938947199,1
"421",1997,620,0,"Libya",1,29.5,5031000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.218378698669271,1
"474",1998,620,0,"Libya",1,29.5,5134000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.22080213293232,1
"527",1999,620,0,"Libya",1,29.5,5239000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.223244791344537,1
"580",2000,620,0,"Libya",1,29.5,5346000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.22570676197782,1
"633",2001,620,0,"Libya",1,29.5,5457000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.228188114866738,1
"686",2002,620,0,"Libya",1,29.5,5569000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.230688566583562,1
"739",2003,620,0,"Libya",1,29.5,5685000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.233207996320808,1
"792",2004,620,0,"Libya",1,36,5803000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.235746234237769,1
"845",2005,620,0,"Libya",1,39,5923000,-7,434,"LBY",434,0,3,"0","0","0","1","1",".a",1,"1","0",1,NA,0.23830317126142,1
"1216",2012,620,4,"Libya",0,NA,NA,0,434,"LBY",434,NA,3,"0","0","0","0","1",".a",NA,"1","0",1,NA,0.256706831178734,NA
"369",1996,625,0,"Sudan",1,0.3,30260834,-7,736,"SDN",736,0,4,"0","0","0","1","3","1",1,"1","1",0,0,0.746886888460683,1
"422",1997,625,0,"Sudan",1,0.3,31044413,-7,736,"SDN",736,0,4,"0","0","0","1","3","1",1,"1","1",0,0,0.746846791715784,1
"475",1998,625,0,"Sudan",1,0.2621,31830091,-7,736,"SDN",736,0,4,"0","0","0","1","3","1",1,"1","1",0,0,0.746802309151952,1
"528",1999,625,0,"Sudan",1,0.2621,32601604,-7,736,"SDN",736,0,4,"0","0","1","0","3","1",1,"1","1",0,0,0.746753466222831,1
"581",2000,625,0,"Sudan",1,0.2621,33348627,-7,736,"SDN",736,0,4,"0","0","1","0","3","1",1,"1","1",0,0,0.746700418199501,1
"634",2001,625,0,"Sudan",1,0.2621,34063430,-7,736,"SDN",736,0,4,"0","0","1","0","3","1",1,"1","1",0,0,0.746643098962708,1
"687",2002,625,1,"Sudan",1,0.563,34752339,-6,736,"SDN",736,0,4,"0","0","1","0","3","1",1,"1","1",0,0,0.746581616879535,1
"740",2003,625,1,"Sudan",1,0.563,35436381,-6,736,"SDN",736,0,4,"0","0","1","0","3","1",1,"1","1",0,0,0.746516162009958,1
"793",2004,625,0,"Sudan",1,0.563,36145241,-6,736,"SDN",736,0,4,"0","0","1","0","3","1",1,"1","1",0,0,0.746446666769462,1
"846",2005,625,0,"Sudan",0,0.563,36899747,-4,736,"SDN",736,0,4,"0","0","1","0","3","1",1,"1","1",0,0,0.746373223652858,0
"899",2006,625,2,"Sudan",0,0.563,37707483,-4,736,"SDN",736,0,4,"0","0","0","0","3","4",1,"1","1",0,1,0.746295945249128,0
"952",2007,625,1,"Sudan",0,5,NA,-4,736,"SDN",736,0,4,"0","0","0","0","3","4",1,"1","1",0,1,0.746214923863479,0
"1005",2008,625,2,"Sudan",0,5,NA,-4,736,"SDN",736,0,4,"0","0","0","0","3","4",1,"1","1",0,1,0.746130167130294,0
"1058",2009,625,3,"Sudan",0,NA,NA,-4,736,"SDN",736,NA,4,"0","0","0","0","3","4",1,"1","1",0,1,0.746041688769087,0
"1111",2010,625,9,"Sudan",0,NA,NA,-2,736,"SDN",736,NA,4,"0","0","0","0","3","4",0,"1","1",0,1,0.745949621513285,0
"1164",2011,625,17,"Sudan",1,NA,NA,-2,736,"SDN",736,NA,4,"0","0","0","0","3","4",0,"1","1",0,1,0.745854057155938,0
"1217",2012,625,4,"Sudan",1,NA,NA,NA,736,"SDN",736,NA,NA,"0","0","0","0","3","4",0,"1","1",0,1,0.745755087342836,0
"1218",2012,626,1,"South Sudan",0,NA,NA,0,728,"SSD",NA,NA,4,"0","0","0","0","3",".a",NA,"1","1",0,NA,NA,NA
"53",1990,651,2,"Egypt",1,4.5,57785000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0140544242863749,1
"106",1991,651,1,"Egypt",1,4.5,59078000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0147338274163671,1
"159",1992,651,4,"Egypt",1,4.5,60305000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0154458341309641,1
"212",1993,651,0,"Egypt",1,6.2,61489000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0161915507136764,1
"265",1994,651,0,"Egypt",1,6.3,62664000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.016972667009255,1
"318",1995,651,0,"Egypt",1,3.26,63858000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0177904694901713,1
"371",1996,651,0,"Egypt",1,3.87942,65076000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0186472203987625,1
"424",1997,651,0,"Egypt",1,3.69617,66313000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0195443817153309,1
"477",1998,651,0,"Egypt",1,3.83455,67573000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0204837955700783,1
"530",1999,651,2,"Egypt",1,3.5,68860000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0214672933679663,1
"583",2000,651,1,"Egypt",1,2.94756,70174000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0224968858729463,1
"636",2001,651,0,"Egypt",1,2.94756,71518000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0235747645158202,1
"689",2002,651,1,"Egypt",1,2.94756,72894000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.024702904124705,1
"742",2003,651,0,"Egypt",1,3.7,74296000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0258834614823459,1
"795",2004,651,1,"Egypt",1,3.7,75718000,-6,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0271191533709375,1
"848",2005,651,6,"Egypt",1,3.7,77154000,-3,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0284115011706891,1
"901",2006,651,6,"Egypt",1,3.7,78602000,-3,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0297637625031025,1
"954",2007,651,1,"Egypt",1,3.7,NA,-3,818,"EGY",818,0,3,"0","0","1","0","1","4",1,"1","1",1,1,0.0311783808799675,1
"1007",2008,651,0,"Egypt",1,3.7,NA,-3,818,"EGY",818,0,3,"0","1","0","0","1","4",1,"1","1",1,1,0.032657968207914,1
"1060",2009,651,0,"Egypt",1,NA,NA,-3,818,"EGY",818,NA,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0342049041016799,1
"1113",2010,651,1,"Egypt",1,NA,NA,-3,818,"EGY",818,NA,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0358225059952619,1
"1166",2011,651,3,"Egypt",0,NA,NA,-2,818,"EGY",818,NA,3,"0","1","0","0","1","4",1,"1","1",1,1,0.0375134680189279,0
