"","year","cow_code","n_riots","country_name","party_banVD","oilHM","popHM","polity2","ccode","ccodealp","code_wb","dd_cga","ht_region","banethnic","banrelig","bansys","banall","govstruct","elecSystem","partybanIEP","elecleg","elecexec","unitary","PRsystem","NewEthFrac","partybanUni"
"327",1996,93,2,"Nicaragua",0,0,4761732,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.519794184697596,0
"380",1997,93,2,"Nicaragua",0,0,4855021,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.521236085456126,0
"433",1998,93,1,"Nicaragua",0,0,4943713,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.522673183559934,0
"486",1999,93,0,"Nicaragua",0,0,5028007,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.52410558320988,0
"539",2000,93,2,"Nicaragua",0,0,5108209,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.525533063354769,0
"592",2001,93,0,"Nicaragua",0,0,5184137,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.526955817306382,0
"645",2002,93,0,"Nicaragua",0,0,5256034,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.528373645955979,0
"698",2003,93,1,"Nicaragua",0,0,5325251,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.529786590515165,0
"751",2004,93,1,"Nicaragua",0,0,5393597,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.531194840536686,0
"804",2005,93,0,"Nicaragua",0,0,5462539,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.532598044984145,0
"857",2006,93,0,"Nicaragua",0,0,5532364,8,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.533996257339749,0
"910",2007,93,0,"Nicaragua",0,NA,NA,9,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.535389543469278,0
"963",2008,93,0,"Nicaragua",0,NA,NA,9,558,"NIC",558,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.536777759142358,0
"1016",2009,93,0,"Nicaragua",0,NA,NA,9,558,"NIC",558,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.538161001431853,0
"1069",2010,93,0,"Nicaragua",0,NA,NA,9,558,"NIC",558,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.539539119812629,0
"1122",2011,93,0,"Nicaragua",0,NA,NA,9,558,"NIC",558,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.540912069203539,0
"1175",2012,93,0,"Nicaragua",0,NA,NA,9,558,"NIC",558,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.542279857423799,0
"10",1990,94,0,"Costa Rica",0,0,3075679,10,188,"CRI",188,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.335680370876425,0
"63",1991,94,0,"Costa Rica",0,0,3152921,10,188,"CRI",188,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.33834799001672,0
"116",1992,94,0,"Costa Rica",0,0,3230349,10,188,"CRI",188,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.341023011553932,0
"169",1993,94,1,"Costa Rica",0,0,3308975,10,188,"CRI",188,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.343705037738723,0
"222",1994,94,0,"Costa Rica",0,0,3390208,10,188,"CRI",188,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.346393877540113,0
"275",1995,94,0,"Costa Rica",0,0,3474897,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.349088797889068,0
"328",1996,94,0,"Costa Rica",0,0,3563419,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.351789724541926,0
"381",1997,94,0,"Costa Rica",0,0,3654997,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.354496078100652,0
"434",1998,94,0,"Costa Rica",0,0,3747907,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.357207573836812,0
"487",1999,94,0,"Costa Rica",0,0,3839769,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.359923622141726,0
"540",2000,94,0,"Costa Rica",0,0,3928797,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.362643910709602,0
"593",2001,94,0,"Costa Rica",0,0,4014435,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.365367957441495,0
"646",2002,94,0,"Costa Rica",0,0,4096943,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.368095142890448,0
"699",2003,94,0,"Costa Rica",0,0,4176372,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.370825094291796,0
"752",2004,94,0,"Costa Rica",0,0,4253037,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.373557163524566,0
"805",2005,94,0,"Costa Rica",0,0,4327228,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.376290916707459,0
"858",2006,94,0,"Costa Rica",0,0,4398770,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.379025717085457,0
"911",2007,94,0,"Costa Rica",0,NA,NA,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.381760941535291,0
"964",2008,94,0,"Costa Rica",0,NA,NA,10,188,"CRI",188,1,2,"0","0","0","0","1","3",0,"1","1",1,1,0.384496009859106,0
"1017",2009,94,0,"Costa Rica",0,NA,NA,10,188,"CRI",188,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.387230490803294,0
"1070",2010,94,0,"Costa Rica",0,NA,NA,10,188,"CRI",188,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.389963472678947,0
"1123",2011,94,0,"Costa Rica",0,NA,NA,10,188,"CRI",188,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.392694419637121,0
"1176",2012,94,0,"Costa Rica",0,NA,NA,10,188,"CRI",188,NA,2,"0","0","0","0","1","3",0,"1","1",1,1,0.395422673076225,0
"11",1990,95,0,"Panama",0,0,2410908,8,591,"PAN",591,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.559605814086588,0
"64",1991,95,0,"Panama",0,0,2460750,8,591,"PAN",591,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.561960929430467,0
"117",1992,95,2,"Panama",0,0,2511662,8,591,"PAN",591,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.564310659582687,0
"170",1993,95,0,"Panama",0,0,2563622,8,591,"PAN",591,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.566654898006,0
"223",1994,95,0,"Panama",0,0,2616563,9,591,"PAN",591,1,2,"0","0","1","0","1","3",1,"1","1",1,1,0.568993340429905,0
"276",1995,95,0,"Panama",0,0,2670412,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.571325829319334,0
"329",1996,95,0,"Panama",0,0,2725161,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.573652541172999,0
"382",1997,95,0,"Panama",0,0,2780741,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.575973053337429,0
"435",1998,95,0,"Panama",0,0,2836920,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.578287306944427,0
"488",1999,95,0,"Panama",0,0,2893401,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.580595261949751,0
"541",2000,95,1,"Panama",0,0,2949948,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.582896912518459,0
"594",2001,95,0,"Panama",0,0,3006435,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.585191794335933,0
"647",2002,95,1,"Panama",0,0,3062835,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.587480084336548,0
"700",2003,95,0,"Panama",0,0,3119132,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.589761416568994,0
"753",2004,95,0,"Panama",0,0,3175354,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.59203585438104,0
"806",2005,95,0,"Panama",0,0,3231502,9,591,"PAN",591,1,2,"0","0","1","0","1","4",1,"1","1",1,1,0.594303243114628,0
"859",2006,95,0,"Panama",0,0,3287538,9,591,"PAN",591,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.596563402202397,0
"912",2007,95,0,"Panama",0,NA,NA,9,591,"PAN",591,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.598816296888311,0
"965",2008,95,0,"Panama",0,NA,NA,9,591,"PAN",591,1,2,"0","0","0","0","1","4",0,"1","1",1,1,0.6010617625114,0
"1018",2009,95,0,"Panama",0,NA,NA,9,591,"PAN",591,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.603299697377675,0
"1071",2010,95,0,"Panama",0,NA,NA,9,591,"PAN",591,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.605529827731176,0
"1124",2011,95,0,"Panama",0,NA,NA,9,591,"PAN",591,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.607752355589587,0
"1177",2012,95,0,"Panama",0,NA,NA,9,591,"PAN",591,NA,2,"0","0","0","0","1","4",0,"1","1",1,1,0.609966829800507,0
"118",1992,404,0,"Guinea-Bissau",1,0,1082765,-6,624,"GNB",624,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.805991282636426,0
"171",1993,404,0,"Guinea-Bissau",1,0,1118835,-6,624,"GNB",624,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.806292755810678,0
"224",1994,404,0,"Guinea-Bissau",1,0,1155277,5,624,"GNB",624,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.806573202916887,0
"277",1995,404,0,"Guinea-Bissau",0,0,1191187,5,624,"GNB",624,0,4,"0","0","1","0","1","3",1,"1","1",1,1,0.806832967924597,0
"330",1996,404,0,"Guinea-Bissau",0,0,1226179,5,624,"GNB",624,0,4,"0","0","1","0","1","3",1,"1","1",1,1,0.807072196819228,0
"383",1997,404,0,"Guinea-Bissau",0,0,1260648,5,624,"GNB",624,0,4,"0","0","1","0","1","3",1,"1","1",1,1,0.807291055332507,0
"436",1998,404,0,"Guinea-Bissau",0,0,1295431,0,624,"GNB",624,0,4,"0","0","1","0","1","3",1,"1","1",1,1,0.8074896575987,0
"489",1999,404,0,"Guinea-Bissau",0,0,1331751,3,624,"GNB",624,0,4,"0","0","1","0","1","3",1,"1","1",1,1,0.807668361791316,0
"542",2000,404,0,"Guinea-Bissau",0,0,1370486,5,624,"GNB",624,1,4,"0","0","0","0",".a","3",NA,"1","1",NA,1,0.807827242476344,NA
"595",2001,404,2,"Guinea-Bissau",0,0,1411959,5,624,"GNB",624,1,4,"0","0","0","0",".a","3",NA,"1","1",NA,1,0.807966532945714,NA
"648",2002,404,0,"Guinea-Bissau",0,0,1455881,5,624,"GNB",624,1,4,"0","0","0","0",".a","3",NA,"1","1",NA,1,0.808086390634307,NA
"807",2005,404,0,"Guinea-Bissau",0,0,1596929,6,624,"GNB",624,1,4,"0","0","0","0",".a","3",NA,"1","1",NA,1,0.808331283711867,NA
"860",2006,404,0,"Guinea-Bissau",0,0,1645529,6,624,"GNB",624,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.808375311083754,0
"913",2007,404,0,"Guinea-Bissau",0,NA,NA,6,624,"GNB",624,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.808400910920792,0
"966",2008,404,0,"Guinea-Bissau",0,NA,NA,6,624,"GNB",624,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.808408194596929,0
"1019",2009,404,0,"Guinea-Bissau",0,NA,NA,6,624,"GNB",624,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.808397418984428,0
"1072",2010,404,0,"Guinea-Bissau",0,NA,NA,6,624,"GNB",624,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.808368684393782,0
"1125",2011,404,0,"Guinea-Bissau",0,NA,NA,6,624,"GNB",624,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.80832222487522,0
"1178",2012,404,1,"Guinea-Bissau",0,NA,NA,1,624,"GNB",624,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.808258217679958,0
"13",1990,432,0,"Mali",1,0,7668982,-7,466,"MLI",466,0,4,"0","0","0","1","3","1",1,"1","1",0,0,0.852488476264373,1
"66",1991,432,3,"Mali",1,0,7866662,0,466,"MLI",466,0,4,"0","0","0","1","3","1",1,"1","1",0,0,0.852559599821699,1
"119",1992,432,0,"Mali",0,0,8072824,7,466,"MLI",466,1,4,"0","0","0","1","3","1",1,"1","1",0,0,0.852622916392473,0
"172",1993,432,0,"Mali",0,0,8286913,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.85267827214878,0
"225",1994,432,0,"Mali",0,0,8508050,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852725533530745,0
"278",1995,432,0,"Mali",0,0,8735828,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852764387833469,0
"331",1996,432,0,"Mali",0,0,8969981,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852794645042472,0
"384",1997,432,1,"Mali",0,0,9211439,6,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852815912754513,0
"437",1998,432,0,"Mali",0,0,9462446,6,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852827806588245,0
"490",1999,432,0,"Mali",0,0,9725985,6,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.8528299654984,0
"543",2000,432,1,"Mali",0,0,10004205,6,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852821921105508,0
"596",2001,432,0,"Mali",0,0,10297961,6,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852803173996165,0
"649",2002,432,0,"Mali",0,0,10606724,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852773165401238,0
"702",2003,432,0,"Mali",0,0,10929518,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852731448309706,0
"755",2004,432,0,"Mali",0,0,11264724,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852677363930624,0
"808",2005,432,0,"Mali",0,0,11611090,7,466,"MLI",466,1,4,"0","1","0","0","1","4",1,"1","1",1,1,0.852610413590844,0
"861",2006,432,1,"Mali",0,0,11968376,7,466,"MLI",466,1,4,"0","0","0","0","1","4",0,"1","1",1,1,0.85252980408528,0
"914",2007,432,0,"Mali",0,NA,NA,7,466,"MLI",466,1,4,"0","0","0","0","1","4",0,"1","1",1,1,0.852435065880916,0
"967",2008,432,0,"Mali",0,NA,NA,7,466,"MLI",466,1,4,"0","0","0","0","1","4",0,"1","1",1,1,0.85232540149465,0
"1020",2009,432,2,"Mali",0,NA,NA,7,466,"MLI",466,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.852200098706262,0
"1073",2010,432,0,"Mali",0,NA,NA,7,466,"MLI",466,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.852058486854088,0
"1126",2011,432,4,"Mali",0,NA,NA,7,466,"MLI",466,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.851899731498811,0
"1179",2012,432,0,"Mali",0,NA,NA,0,466,"MLI",466,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.851723153117071,0
"14",1990,433,0,"Senegal",0,0,7895770,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.779106049493911,0
"67",1991,433,1,"Senegal",0,0,8122813,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.777923366491116,0
"120",1992,433,0,"Senegal",0,0,8350878,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.776720567926293,0
"173",1993,433,0,"Senegal",0,0,8581053,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.775497787177087,0
"226",1994,433,0,"Senegal",0,0,8815064,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.77425501361918,0
"279",1995,433,0,"Senegal",0,0,9054244,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.772992374512681,0
"332",1996,433,0,"Senegal",0,0,9298713,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.771709777262316,0
"385",1997,433,0,"Senegal",0,0,9548257,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.770407290485521,0
"438",1998,433,0,"Senegal",0,0,9803490,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.769084834498435,0
"491",1999,433,0,"Senegal",0,0,10065097,-1,686,"SEN",686,0,4,"0","0","1","0","1","4",1,"1","1",1,1,0.767742355228669,0
"544",2000,433,0,"Senegal",0,0,10333507,8,686,"SEN",686,1,4,"0","0","1","0","1","4",1,"1","1",1,1,0.766379737976899,0
"597",2001,433,0,"Senegal",0,0,10608866,8,686,"SEN",686,1,4,"0","0","1","0","1","4",1,"1","1",1,1,0.764996828296266,0
"650",2002,433,0,"Senegal",0,0,10890900,8,686,"SEN",686,1,4,"0","0","1","0","1","4",1,"1","1",1,1,0.76359352105357,0
"703",2003,433,0,"Senegal",0,0,11179033,8,686,"SEN",686,1,4,"0","0","1","0","1","4",1,"1","1",1,1,0.762169630033472,0
"756",2004,433,1,"Senegal",0,0,11472432,8,686,"SEN",686,1,4,"0","0","1","0","1","4",1,"1","1",1,1,0.760725050065018,0
"809",2005,433,1,"Senegal",0,0,11770340,8,686,"SEN",686,1,4,"0","0","1","0","1","4",1,"1","1",1,1,0.759259438538012,0
"862",2006,433,1,"Senegal",0,0,12072479,8,686,"SEN",686,1,4,"0","0","0","0","1","4",0,"1","1",1,1,0.757772598767746,0
"915",2007,433,1,"Senegal",0,0,NA,7,686,"SEN",686,1,4,"0","0","0","0","1","4",0,"1","1",1,1,0.756264255588596,0
"968",2008,433,1,"Senegal",0,0,NA,7,686,"SEN",686,1,4,"0","0","0","0","1","4",0,"1","1",1,1,0.754734207207785,0
"1021",2009,433,3,"Senegal",0,NA,NA,7,686,"SEN",686,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.753182172355862,0
"1074",2010,433,5,"Senegal",0,NA,NA,7,686,"SEN",686,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.751607757808239,0
"1127",2011,433,7,"Senegal",0,NA,NA,7,686,"SEN",686,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.750010694946371,0
"1180",2012,433,1,"Senegal",0,NA,NA,7,686,"SEN",686,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.748390591914151,0
"15",1990,434,0,"Benin",1,0.1,5179268,0,204,"BEN",204,0,4,"0","0","1","0","1","1",1,"1","0",1,0,0.782781601269539,1
"68",1991,434,0,"Benin",1,0.1,5370437,6,204,"BEN",204,1,4,"0","0","1","0","3","3",1,"1","1",0,1,0.782376181796585,1
"121",1992,434,0,"Benin",0,0.0199,5574905,6,204,"BEN",204,1,4,"0","0","1","0","3","3",1,"1","1",0,1,0.781936339250095,0
"174",1993,434,0,"Benin",0,0.0199,5787358,6,204,"BEN",204,1,4,"0","0","1","0","3","3",1,"1","1",0,1,0.781461307806107,0
"227",1994,434,2,"Benin",0,0.0199,6000294,6,204,"BEN",204,1,4,"0","0","1","0","3","3",1,"1","1",0,1,0.780950626831271,0
"280",1995,434,2,"Benin",0,0.027,6208576,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.78040373391832,0
"333",1996,434,1,"Benin",0,0.0289,6409936,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.779820054860449,0
"386",1997,434,0,"Benin",0,0.0289,6606706,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.779199112302551,0
"439",1998,434,0,"Benin",0,0.00821,6803940,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.778540234776662,0
"492",1999,434,1,"Benin",0,0.00821,7009023,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.77784290040745,0
"545",2000,434,0,"Benin",0,0.00821,7227219,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.777106589404797,0
"598",2001,434,1,"Benin",0,0.00821,7460067,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.776330703687598,0
"651",2002,434,0,"Benin",0,0.00821,7705654,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.775514630520751,0
"704",2003,434,0,"Benin",0,0.00821,7961594,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.774657832324478,0
"757",2004,434,0,"Benin",0,0.00821,8224097,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.773759784518531,0
"810",2005,434,0,"Benin",0,0.00821,8490301,6,204,"BEN",204,1,4,"0","0","0","0","3","3",0,"1","1",0,1,0.772819985866465,0
"863",2006,434,0,"Benin",0,0.00821,8759655,7,204,"BEN",204,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.771837668634691,0
"916",2007,434,1,"Benin",0,0.008,NA,7,204,"BEN",204,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.770812389964526,0
"969",2008,434,0,"Benin",0,0.008,NA,7,204,"BEN",204,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.769743671331001,0
"1022",2009,434,0,"Benin",0,NA,NA,7,204,"BEN",204,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.768630754492277,0
"1075",2010,434,0,"Benin",0,NA,NA,7,204,"BEN",204,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.767473148844018,0
"1128",2011,434,0,"Benin",0,NA,NA,7,204,"BEN",204,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.766270341384081,0
"1181",2012,434,0,"Benin",0,NA,NA,7,204,"BEN",204,NA,4,"0","0","0","0","1","3",0,"1","1",1,1,0.765021679559735,0
"122",1992,435,0,"Mauritania",1,0,2050356,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.681649710305166,0
"175",1993,435,0,"Mauritania",1,0,2106354,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.683687446705359,0
"228",1994,435,0,"Mauritania",1,0,2164725,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.685669334908179,0
"281",1995,435,0,"Mauritania",1,0,2225499,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.687595869976739,0
"334",1996,435,0,"Mauritania",1,0,2288623,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.689467203423492,0
"387",1997,435,0,"Mauritania",1,0,2354111,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.691283624877893,0
"440",1998,435,0,"Mauritania",1,0,2422100,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.693045439994158,0
"493",1999,435,0,"Mauritania",1,0,2492767,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.694752955349064,0
"546",2000,435,0,"Mauritania",1,0,2566152,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.696406364423407,0
"599",2001,435,0,"Mauritania",1,0,2642299,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.698006156667377,0
"652",2002,435,0,"Mauritania",1,0,2720900,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.699552434933174,0
"705",2003,435,0,"Mauritania",1,0,2801196,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.70104580865265,0
"758",2004,435,0,"Mauritania",1,0,2882186,-6,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.702486331558048,0
"811",2005,435,2,"Mauritania",1,0,2963105,-5,478,"MRT",478,0,4,"0","0","0","0","1","2",0,"1","1",1,0,0.703874530360537,0
"864",2006,435,0,"Mauritania",1,0,3043639,-3,478,"MRT",478,0,4,"0","0","0","0","1","4",0,"1","1",1,1,0.705210718454486,0
"917",2007,435,1,"Mauritania",1,0.1,NA,4,478,"MRT",478,1,4,"0","0","0","0","1","4",0,"1","1",1,1,0.706495127566627,0
"970",2008,435,1,"Mauritania",1,0.1,NA,-5,478,"MRT",478,0,4,"0","0","0","0","1","4",0,"1","1",1,1,0.707728330175989,0
"1023",2009,435,1,"Mauritania",1,NA,NA,-2,478,"MRT",478,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.708910644599026,0
"1076",2010,435,1,"Mauritania",1,NA,NA,-2,478,"MRT",478,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.710042496692029,0
"1129",2011,435,1,"Mauritania",1,NA,NA,-2,478,"MRT",478,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.711124194079298,0
"1182",2012,435,0,"Mauritania",1,NA,NA,-2,478,"MRT",478,NA,4,"0","0","0","0","1","4",0,"1","1",1,1,0.712156183585968,0
"17",1990,436,0,"Niger",1,0,7821628,-7,562,"NER",562,0,4,"0","0","1","0","1",".a",1,"1","1",1,NA,0.670262475098744,1
"70",1991,436,0,"Niger",0,0,8083864,1,562,"NER",562,0,4,"0","0","1","0","1",".a",1,"1","1",1,NA,0.669990032405731,0
"123",1992,436,0,"Niger",0,0,8361450,8,562,"NER",562,0,4,"0","0","1","0","1",".a",1,"1","1",1,NA,0.669727202650233,0
"176",1993,436,1,"Niger",0,0,8654546,8,562,"NER",562,1,4,"0","0","1","0","1","3",1,"1","1",1,1,0.669473982781726,0
"229",1994,436,0,"Niger",0,0,8962990,8,562,"NER",562,1,4,"0","0","1","0","1","3",1,"1","1",1,1,0.669230415625295,0
"282",1995,436,1,"Niger",0,0,9286565,8,562,"NER",562,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.668996507351132,0
"335",1996,436,1,"Niger",0,0,9625836,-6,562,"NER",562,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.668772394060105,0
"388",1997,436,0,"Niger",0,0,9980827,-6,562,"NER",562,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.668557968146245,0
"441",1998,436,1,"Niger",0,0,10350078,-6,562,"NER",562,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.668353347401803,0
"494",1999,436,0,"Niger",1,0,10731571,5,562,"NER",562,0,4,"0","0","0","0","1","3",0,"1","1",1,1,0.668158590300667,0
"547",2000,436,0,"Niger",0,0,11123951,5,562,"NER",562,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.667973690610163,0
"600",2001,436,0,"Niger",0,0,11526789,5,562,"NER",562,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.667798646266166,0
"653",2002,436,0,"Niger",0,0,11940808,5,562,"NER",562,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.667633446652046,0
"706",2003,436,0,"Niger",0,0,12367244,5,562,"NER",562,1,4,"0","0","0","0","1","3",0,"1","1",1,1,0.667478295664925,0
